CNPJ;Ano;GN;Lead ou Prospecção Pura;Produto;CNPJ;Fantasia;Quantidade de CNPs;FATURAMENTO PRESUMIDO ANUAL;%;Representatividade 12º Mês;Expectativa de Cartões Ativos 12º Mês;Quantidade SOL;Segmento2;Segmento;Taxa a Vista%;Taxa CDC%;Concorrente;Cidade;UF;Data Último Contato;Status Negociação;Status da Oportunidade;URL Enviado?;Data Implantação;Data Abertura GP;Nº GP Mkt;Comentários
05.149.841/0001-89;2025;Felipe;Prospecção Pura;Personalizado;05.149.841/0001-89;Amarelinha Supermercados;21; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação Própria;Ribeirão Preto;SP;18/08/2025;Qualificação; ; ; ; ; ; 
05.885.457/0001-44;2025;Felipe;Prospecção Pura;Personalizado;05.885.457/0001-44;UniCV Instituição de Ensino;1; ; ; ;3000; ; ;Instituição de Ensino; ; ; ;Maringá;PR; ;Fechado; ; ; ; ; ; 
07.116.586/0001-01;2025;Rodrigo;Prospecção Pura;4ª Linha;07.116.586/0001-01;Supermercado Molina;1;24467027,55;700%;R$ 2.207.188,97;450;;Supermercado;Supermercado; ; ;Senff; ;PR;25/06/2025;Implantado; ; ; ; ; ;O CRM está apresentando um erro, eu já abri um chamado, mas o erro persiste. 
51.919.841/0001-38;2025;Rafael;Prospecção Pura;4ª Linha;51.919.841/0001-38;Supermercado Maná;1;R$ 1.000.000,00;7%; ;300; ;Supermercado;Supermercado;1,8;2;Sem operadora;Coronel Sapucaia;MS;03/07/2025;fechado;Fervendo; ; ; ; ;Aguardando assinatura do contrato pelo lojista
35.831.943/0001-40;2025;Rafael;Prospecção Pura;Personalizado;35.831.943/0001-40;Supermercado Gauchão;6; ;7%;R$ 1.260.000,00;1500;1;Supermercado;Supermercado; ; ;Sem operadora;Campo Grande;MS;08/09/2025;Negociação;Quente; ; ; ; ;O lojista Fernando pediu para retornar no segundo semestre - Visita de agendamento no dia 26/09
04.594.326/0001-45;2025;Felipe;Prospecção Pura;Personalizado;04.594.326/0001-45;Vitória Max Supermercados;6; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;Campinas;SP;18/08/2025;Qualificação; ; ; ; ; ; 
61.233.151/0001-84;2025;Felipe;Prospecção Pura;Personalizado;61.233.151/0001-84;Covabra Supermercados;24; ; ; ;5000; ;Supermercado;Supermercado; ; ;Sem operadora;Pirassununga;SP;18/08/2025;Negociação;Morno; ; ; ; ; 
60.494.416/0001-35;2025;Felipe;Prospecção Pura;Personalizado;60.494.416/0001-35;Supermercados Pague Menos;41; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação Própria;Campinas;SP;18/08/2025;Qualificação; ; ; ; ; ; 
05.868.574/0001-08;2025;Felipe;Prospecção Pura;Personalizado;05.868.574/0001-08;Spani Atacadista;39; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;Taubaté;SP;18/08/2025;Prospecção; ; ; ; ; ; 
07.037.266/0001-58;2025;Felipe;Prospecção Pura;Personalizado;07.037.266/0001-58;Zomper Supermercado;1; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;Limeira;SP;19/08/2025;Qualificação; ; ; ; ; ; 
43.259.548/0001-63;2025;Felipe;Prospecção Pura;Personalizado;43.259.548/0001-63;Supermercados São Vicente;31; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação Própria;Nova Odessa;SP;19/08/2025;Qualificação; ; ; ; ; ; 
90964172000178 ;2025;Felipe;Prospecção Pura;Personalizado;90964172000178 ;Master Sonda Hipermercados;19; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;Canoas;RS;19/08/2025;Qualificação; ; ; ; ; ; 
9,20E+13;2025;Felipe;Prospecção Pura;Personalizado;91.934.505/0001-89;Rissul Supermercados;40; ; ; ;5000; ;Supermercado;Supermercado; ; ;DM Card;#N/D;RS;19/08/2025;Qualificação;Morno; ; ; ; ; 
1,13E+12;2025;Felipe;Prospecção Pura;Personalizado;92.016.757/0001-91;Comercial Zaffari;37; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;19/08/2025;Qualificação; ; ; ; ; ; 
3,73E+12;2025;Felipe;Prospecção Pura;Personalizado;01.132.478/0001-38;Andreazza Supermercados;41; ; ; ; ; ;Supermercado;Supermercado; ; ;Tricard;#N/D;RS;19/08/2025;Qualificação; ; ; ; ; ; 
8,74E+13;2025;Felipe;Prospecção Pura;Personalizado;03.731.991/0001-70;Supermercados Sasset;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;19/08/2025;Qualificação; ; ; ; ; ; 
9,12E+13;2025;Felipe;Prospecção Pura;Personalizado;87.397.865/0001-29;Peruzzo Supermercados;21; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
9,21E+13;2025;Felipe;Prospecção Pura;Personalizado;9,21E+13;Imec Supermercados;19; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação própria;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
9,13E+13;2025;Felipe;Prospecção Pura;Personalizado;9,13E+13;Asun Supermercados;31; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação própria;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
9,48E+13;2025;Felipe;Prospecção Pura;Personalizado;9,48E+13;Supermercados Libraga;17; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
94.846.755/0001-55;2025;Felipe;Prospecção Pura;Personalizado;94.846.755/0001-55;Supermercados Guanabara;10; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff; ;RS;20/08/2025;Qualificação; ; ; ; ; ; 
8,98E+13;2025;Felipe;Prospecção Pura;Personalizado;8,98E+13;Unisuper;22; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
8,99E+13;2025;Felipe;Prospecção Pura;Personalizado;8,99E+13;Nicolini Supermercados;18; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
5,80E+12;2025;Felipe;Prospecção Pura;Personalizado;5,80E+12;Supermercados Rigi;17; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
6,10E+11;2025;Felipe;Prospecção Pura;Personalizado;6,10E+11;Roldão Atacadista;44; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação própria;#N/D;SP;20/08/2025;Qualificação; ; ; ; ; ; 
9,20E+13;2025;Felipe;Prospecção Pura;Personalizado;9,20E+13;SUPERMERCADO BAKLIZI;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
9,56E+13;2025;Felipe;Prospecção Pura;Personalizado;9,56E+13;Supermercados Cotripal;11; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
3,20E+12;2025;Felipe;Prospecção Pura;Personalizado;3,20E+12;SUPERMERCADO BELTRAME;12; ; ; ;3000; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Negociação;Morno; ; ; ; ; 
9,58E+13;2025;Felipe;Prospecção Pura;Personalizado;9,58E+13;Treichel Supermercados;5; ; ; ;2000; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Negociação;Morno; ; ; ; ; 
2,51E+13;2025;Felipe;Prospecção Pura;Personalizado;2,51E+13;Supermercados Triticola;21; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
8,77E+12;2025;Felipe;Prospecção Pura;Personalizado;8,77E+12;Supermercados Macamo;8; ; ; ;3000; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;20/08/2025;Negociação;Morno; ; ; ; ; 
9,02E+13;2025;Felipe;Prospecção Pura;Personalizado;9,02E+13;Max Center Supermercados;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;20/08/2025;Qualificação; ; ; ; ; ; 
8,76E+13;2025;Felipe;Prospecção Pura;Personalizado;8,76E+13;Supermercado Oliveira;4; ; ; ;3000; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Negociação;Morno; ; ; ; ; 
8,86E+13;2025;Felipe;Prospecção Pura;Personalizado;8,86E+13;Apolo Supermercados;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
1,62E+12;2025;Felipe;Prospecção Pura;Personalizado;1,62E+12;Supermercados Santa Clara;7; ; ; ;3000; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Negociação;Morno; ; ; ; ; 
9,34E+13;2025;Felipe;Prospecção Pura;Personalizado;9,34E+13;Center Shop Supermercados;7; ; ; ;3000; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;06/09/2025;Negociação;Morno; ; ; ; ; 
4,89E+12;2025;Felipe;Prospecção Pura;Personalizado;4,89E+12;Miller Supermercados;7; ; ; ;3000; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;06/09/2025;Negociação;Morno; ; ; ; ; 
5,22E+12;2025;Felipe;Prospecção Pura;Personalizado;5,22E+12;Supermercado Baita Super;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
9,83E+13;2025;Felipe;Prospecção Pura;Personalizado;9,83E+13;COMERCIAL DE ALIM. SERRA;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
8,85E+13;2025;Felipe;Prospecção Pura;Personalizado;8,85E+13;Coopermil;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
8,78E+13;2025;Felipe;Prospecção Pura;Personalizado;8,78E+13;Zes Supermercado;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
9,15E+13;2025;Felipe;Prospecção Pura;Personalizado;9,15E+13;TISCHLER & CIA LTDA.;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
3,52E+12;2025;Felipe;Prospecção Pura;Personalizado;3,52E+12;Cotrijal Supermercados;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;06/09/2025;Qualificação; ; ; ; ; ; 
4,96E+12;2025;Felipe;Prospecção Pura;Personalizado;4,96E+12;Super Kan;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
9,10E+13;2025;Felipe;Prospecção Pura;Personalizado;9,10E+13;COMERCIAL 3 LETRAS;7; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
8,87E+13;2025;Felipe;Prospecção Pura;Personalizado;8,87E+13;Dario Supermercados;4; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
8,89E+13;2025;Felipe;Prospecção Pura;Personalizado;8,89E+13;ROXO ATACADO E VAREJO LTDA.;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
9,86E+13;2025;Felipe;Prospecção Pura;Personalizado;9,86E+13;Guarapari Paraíso Supermercados;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
1,82E+13;2025;Felipe;Prospecção Pura;Personalizado;1,82E+13;LENZ & CIA LTDA;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
9,01E+13;2025;Felipe;Prospecção Pura;Personalizado;9,01E+13;Makro Chui Supermercado;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
1,03E+13;2025;Felipe;Prospecção Pura;Personalizado;1,03E+13;Supermercados Linke;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
9,40E+13;2025;Felipe;Prospecção Pura;Personalizado;9,40E+13;Super da Praia;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
9,27E+13;2025;Felipe;Prospecção Pura;Personalizado;9,27E+13;SUPERMERCADO CODEBAL;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;07/09/2025;Qualificação; ; ; ; ; ; 
2,06E+12;2025;Felipe;Prospecção Pura;Personalizado;2,06E+12;SUPERMERCADO GECEPEL;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
8,70E+13;2025;Felipe;Prospecção Pura;Personalizado;8,70E+13;Supermercados Deitos;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
2,60E+13;2025;Felipe;Prospecção Pura;Personalizado;2,60E+13;SUPERMERCADO COPETTI;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
2,77E+12;2025;Felipe;Prospecção Pura;Personalizado;2,77E+12;Supermercado Marcolan;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
1,40E+12;2025;Felipe;Prospecção Pura;Personalizado;1,40E+12;Supermago;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
8,95E+13;2025;Felipe;Prospecção Pura;Personalizado;8,95E+13;SUPERMERCADO SCHWALM ;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
5,96E+12;2025;Felipe;Prospecção Pura;Personalizado;5,96E+12;SUPERMERCADO DALPIAZ;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
8,99E+13;2025;Felipe;Prospecção Pura;Personalizado;8,99E+13;Center Master;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
9,10E+13;2025;Felipe;Prospecção Pura;Personalizado;9,10E+13;Centro de Compras Zaleski - Casa da Carne;7; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
2,99E+12;2025;Felipe;Prospecção Pura;Personalizado;2,99E+12;Damian Center Lar;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
3,47E+12;2025;Felipe;Prospecção Pura;Personalizado;3,47E+12;SUPERMERCADO MOMBACH;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
2,69E+12;2025;Felipe;Prospecção Pura;Personalizado;2,69E+12;Super Guasso;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
4,31E+12;2025;Felipe;Prospecção Pura;Personalizado;4,31E+12;Bom Mercado;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
4,70E+13;2025;Felipe;Prospecção Pura;Personalizado;4,70E+13;Supper Dinos;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
1,38E+12;2025;Felipe;Prospecção Pura;Personalizado;1,38E+12;SUPERMERCADO BERTAGNOLLI;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
5,96E+12;2025;Felipe;Prospecção Pura;Personalizado;5,96E+12;MARIA SCHU HANSEN E CIA. LTDA. ME;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
9,35E+13;2025;Felipe;Prospecção Pura;Personalizado;9,35E+13;Supermercado Pedralli;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;08/09/2025;Qualificação; ; ; ; ; ; 
8,95E+13;2025;Felipe;Prospecção Pura;Personalizado;8,95E+13;SUPERMERCADO FRASSUL;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
1,79E+12;2025;Felipe;Prospecção Pura;Personalizado;1,79E+12;O Super;4; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
1,76E+13;2025;Felipe;Prospecção Pura;Personalizado;1,76E+13;SUPERMERCADO BARRIL;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
8,77E+13;2025;Felipe;Prospecção Pura;Personalizado;8,77E+13;SUPERMERCADO DIEHL;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
8,73E+13;2025;Felipe;Prospecção Pura;Personalizado;8,73E+13;SUPERMERCADO BERTUOL;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
7,23E+11;2025;Felipe;Prospecção Pura;Personalizado;7,23E+11;SUPERMERCADO ZANON ;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
9,46E+13;2025;Felipe;Prospecção Pura;Personalizado;9,46E+13;SUPER ZART ;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
7,03E+12;2025;Felipe;Prospecção Pura;Personalizado;7,03E+12;SUPERMERCADO MAGGI ;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
4,12E+13;2025;Felipe;Prospecção Pura;Personalizado;4,12E+13;MERCADO PAOLAZZI ;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
186246140001‑00;2025;Felipe;Prospecção Pura;Personalizado;186246140001‑00;SUPER TCHE;4; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;Porto Alegre;RS;09/09/2025;Qualificação; ; ; ; ; ; 
477948860001‑56;2025;Felipe;Prospecção Pura;Personalizado;477948860001‑56;Super Davi;7; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;Campo Bom;RS;09/09/2025;Qualificação; ; ; ; ; ; 
1,26E+13;2025;Felipe;Prospecção Pura;Personalizado;1,26E+13;Linassi Supermercados;6; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;09/09/2025;Qualificação; ; ; ; ; ; 
1,54E+13;2025;Felipe;Prospecção Pura;Personalizado;1,54E+13;SUPERMERCADO DAKI;4; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;12/09/2025;Qualificação; ; ; ; ; ; 
9,06E+13;2025;Felipe;Prospecção Pura;Personalizado;9,06E+13;SUPERMERCADO CAUA;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;#N/D;RS;12/09/2025;Qualificação; ; ; ; ; ; 
4,84E+12;2025;Felipe;Prospecção Pura;Personalizado;4,84E+12;HIPICO SUPERMERCADO;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;12/09/2025;Qualificação; ; ; ; ; ; 
283379430001‑23;2025;Felipe;Prospecção Pura;Personalizado;283379430001‑23;SUPERMERCADO BROMBATTI;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Senff;Gramado;RS;12/09/2025;Qualificação; ; ; ; ; ; 
3,65E+12;2025;Felipe;Prospecção Pura;Personalizado;3,65E+12;Supermercados Preddileto;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;12/09/2025;Qualificação; ; ; ; ; ; 
4,11E+13;2025;Felipe;Prospecção Pura;Personalizado;4,11E+13;SUPERMERCADO FALAVIGNA;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;12/09/2025;Qualificação; ; ; ; ; ; 
5,68E+13;2025;Felipe;Prospecção Pura;Personalizado;5,68E+13;Rede Mini Preço Supermercados;200; ; ; ; ; ;Supermercado;Supermercado; ; ;Brasil Card;#N/D;MG;12/09/2025;Qualificação; ; ; ; ; ; 
3,64E+12;2025;Felipe;Prospecção Pura;Personalizado;3,64E+12;Superrmercado Lenharo;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Sem operação;#N/D;SP;12/09/2025;Qualificação; ; ; ; ; ; 
6,59E+13;2025;Felipe;Prospecção Pura;Personalizado;6,59E+13;Jaú Serve Supermercados;49; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;#N/D;SP;12/09/2025;Qualificação; ; ; ; ; ; 
8,30E+13;2025;Felipe;Prospecção Pura;Personalizado;8,30E+13;Tauste Supermercados;10; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação própria;#N/D;SP;12/09/2025;Qualificação; ; ; ; ; ; 
2,31E+12;2025;Felipe;Prospecção Pura;Personalizado;2,31E+12;Grupo MundialMix;38;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SC;12/09/2025;Qualificação;;;;;;
5,79E+12;2025;Felipe;Prospecção Pura;Personalizado;5,79E+12;Supermercado Nova Comercial;6;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
4,62E+13;2025;Felipe;Prospecção Pura;Personalizado;4,62E+13;Enxuto Supermercados;4;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
6,46E+13;2025;Felipe;Prospecção Pura;Personalizado;6,46E+13;Supermercado Dalben;4;;;;;;Supermercado;Supermercado;;;Senff;#N/D;SP;15/09/2025;Qualificação;;;;;;
4,60E+13;2025;Felipe;Prospecção Pura;Personalizado;4,60E+13;Supermercado Galassi;3;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
1,12E+13;2025;Felipe;Prospecção Pura;Personalizado;1,12E+13;Supermercado Taquaral;1;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
5,50E+13;2025;Felipe;Prospecção Pura;Personalizado;5,50E+13;Super Sete Supermercados;2;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
3,59E+12;2025;Felipe;Prospecção Pura;Personalizado;3,59E+12;Supermercado Shimozono;2;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
9,32E+12;2025;Felipe;Prospecção Pura;Personalizado;9,32E+12;Supermercado Shimozono;5;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
5,37E+13;2025;Felipe;Prospecção Pura;Personalizado;5,37E+13;Supermercado São Pedro;2;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
5,65E+13;2025;Felipe;Prospecção Pura;Personalizado;5,65E+13;Bela Terra Supermercado;4;;;;;;Supermercado;Supermercado;;;Senff;#N/D;SP;15/09/2025;Qualificação;;;;;;
4,45E+13;2025;Felipe;Prospecção Pura;Personalizado;4,45E+13;Coapj Antonioli (Antoniolli);9;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
1,49E+13;2025;Felipe;Prospecção Pura;Personalizado;1,49E+13;AMJ Supermercado;5;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
7,71E+12;2025;Felipe;Prospecção Pura;Personalizado;7,71E+12;Rosalina Supermercado;8;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
7,72E+12;2025;Felipe;Prospecção Pura;Personalizado;7,72E+12;Supermercados Nagumo;39;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
4,81E+13;2025;Felipe;Prospecção Pura;Personalizado;4,81E+13;Simpatia Supermercados;5;;;;3000;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
5,53E+13;2025;Felipe;Prospecção Pura;Personalizado;5,53E+13;Shibata Supermercados;22;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
7,72E+12;2025;Felipe;Prospecção Pura;Personalizado;7,72E+12;Produtor Supermercados;5;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
5,98E+13;2025;Felipe;Prospecção Pura;Personalizado;5,98E+13;Villareal;4;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
4,91E+13;2025;Felipe;Prospecção Pura;Personalizado;4,91E+13;Semar Supermercados;26;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
7,13E+13;2025;Felipe;Prospecção Pura;Personalizado;7,13E+13;Comercial Esperança;12;;;;;;Supermercado;Supermercado;;;Sem operação;#N/D;SP;15/09/2025;Qualificação;;;;;;
6,17E+12;2025;Felipe;Prospecção Pura;Personalizado;6,17E+12;Savegnago Supermercados;40;;;;;;Supermercado;Supermercado;;;DM Card;#N/D;SP;15/09/2025;Qualificação;;;;;;
94.846.755/0003-17;2025;Felipe;Prospecção Pura;Personalizado;94.846.755/0003-17;Supermercados Guanabara;3;;;;;;Supermercado;Supermercado;;;Tricard;#N/D;SP;16/09/2025;Qualificação;;;;;;
4,59E+12;2025;Felipe;Prospecção Pura;Personalizado;5,15E+12;Amarelinha Supermercados;21;;;;;;Supermercado;Supermercado;;;Sem operação;Campinas;SP;16/09/2025;Qualificação;;;;;;
6,12E+13;2025;Felipe;Prospecção Pura;Personalizado;4,59E+12;Vitória Max Supermercados;6;;;;;;Supermercado;Supermercado;;;Sem operação;Pirassununga;SP;16/09/2025;Qualificação;;;;;;
6,05E+13;2025;Felipe;Prospecção Pura;Personalizado;6,12E+13;Covabra Supermercados;24;;;;;;Supermercado;Supermercado;;;Sem operação;Campinas;SP;16/09/2025;Qualificação;;;;;;
5,87E+12;2025;Felipe;Prospecção Pura;Personalizado;6,05E+13;Supermercados Pague Menos;41;;;;;;Supermercado;Supermercado;;;DM Card;Taubaté;SP;16/09/2025;Qualificação;;;;;;
7,04E+12;2025;Felipe;Prospecção Pura;Personalizado;5,87E+12;Spani Atacadista;39;;;;;;Supermercado;Supermercado;;;Operação própria;Limeira;SP;16/09/2025;Qualificação;;;;;;
